"type","part","municipality","year","value"
"antal","total","Favrskov","2008",20069
"antal","total","Favrskov","2009",20133
"antal","total","Favrskov","2010",20079
"antal","total","Favrskov","2011",19991
"antal","total","Favrskov","2012",19927
"antal","total","Favrskov","2013",19748
"antal","total","Favrskov","2014",19695
"antal","total","Favrskov","2015",19782
"antal","total","Favrskov","2016",19656
"antal","total","Favrskov","2017",19684
"antal","total","Faxe","2008",15414
"antal","total","Faxe","2009",15328
"antal","total","Faxe","2010",15145
"antal","total","Faxe","2011",14979
"antal","total","Faxe","2012",14813
"antal","total","Faxe","2013",14601
"antal","total","Faxe","2014",14422
"antal","total","Faxe","2015",14322
"antal","total","Faxe","2016",14434
"antal","total","Faxe","2017",14364
"antal","total","Fredensborg","2008",17012
"antal","total","Fredensborg","2009",16841
"antal","total","Fredensborg","2010",16624
"antal","total","Fredensborg","2011",16474
"antal","total","Fredensborg","2012",16380
"antal","total","Fredensborg","2013",16103
"antal","total","Fredensborg","2014",15894
"antal","total","Fredensborg","2015",15738
"antal","total","Fredensborg","2016",15856
"antal","total","Fredensborg","2017",15904
"antal","total","Fredericia","2008",20519
"antal","total","Fredericia","2009",20416
"antal","total","Fredericia","2010",20448
"antal","total","Fredericia","2011",20454
"antal","total","Fredericia","2012",20456
"antal","total","Fredericia","2013",20380
"antal","total","Fredericia","2014",20241
"antal","total","Fredericia","2015",20229
"antal","total","Fredericia","2016",20223
"antal","total","Fredericia","2017",20108
"antal","total","Frederiksberg","2008",39631
"antal","total","Frederiksberg","2009",39842
"antal","total","Frederiksberg","2010",40297
"antal","total","Frederiksberg","2011",40829
"antal","total","Frederiksberg","2012",41088
"antal","total","Frederiksberg","2013",41581
"antal","total","Frederiksberg","2014",41753
"antal","total","Frederiksberg","2015",41758
"antal","total","Frederiksberg","2016",42209
"antal","total","Frederiksberg","2017",42491
"antal","total","Frederikshavn","2008",25980
"antal","total","Frederikshavn","2009",25645
"antal","total","Frederikshavn","2010",25191
"antal","total","Frederikshavn","2011",24771
"antal","total","Frederikshavn","2012",24405
"antal","total","Frederikshavn","2013",24138
"antal","total","Frederikshavn","2014",23767
"antal","total","Frederikshavn","2015",23490
"antal","total","Frederikshavn","2016",23159
"antal","total","Frederikshavn","2017",23003
"antal","total","Frederikssund","2008",18706
"antal","total","Frederikssund","2009",18586
"antal","total","Frederikssund","2010",18383
"antal","total","Frederikssund","2011",18303
"antal","total","Frederikssund","2012",18100
"antal","total","Frederikssund","2013",18015
"antal","total","Frederikssund","2014",17891
"antal","total","Frederikssund","2015",17717
"antal","total","Frederikssund","2016",17751
"antal","total","Frederikssund","2017",17783
"antal","total","Furesø","2008",15683
"antal","total","Furesø","2009",15665
"antal","total","Furesø","2010",15627
"antal","total","Furesø","2011",15571
"antal","total","Furesø","2012",15496
"antal","total","Furesø","2013",15364
"antal","total","Furesø","2014",15431
"antal","total","Furesø","2015",15546
"antal","total","Furesø","2016",15956
"antal","total","Furesø","2017",16051
"antal","total","Gentofte","2008",28861
"antal","total","Gentofte","2009",28976
"antal","total","Gentofte","2010",29329
"antal","total","Gentofte","2011",29511
"antal","total","Gentofte","2012",29773
"antal","total","Gentofte","2013",29897
"antal","total","Gentofte","2014",30099
"antal","total","Gentofte","2015",30274
"antal","total","Gentofte","2016",30289
"antal","total","Gentofte","2017",30206
"antal","total","Gladsaxe","2008",26205
"antal","total","Gladsaxe","2009",26252
"antal","total","Gladsaxe","2010",26482
"antal","total","Gladsaxe","2011",26727
"antal","total","Gladsaxe","2012",26835
"antal","total","Gladsaxe","2013",26981
"antal","total","Gladsaxe","2014",27234
"antal","total","Gladsaxe","2015",27293
"antal","total","Gladsaxe","2016",27411
"antal","total","Gladsaxe","2017",27714
"antal","total","Glostrup","2008",8510
"antal","total","Glostrup","2009",8618
"antal","total","Glostrup","2010",8744
"antal","total","Glostrup","2011",8736
"antal","total","Glostrup","2012",8838
"antal","total","Glostrup","2013",8921
"antal","total","Glostrup","2014",9001
"antal","total","Glostrup","2015",9039
"antal","total","Glostrup","2016",9109
"antal","total","Glostrup","2017",9117
"antal","total","Greve","2008",20800
"antal","total","Greve","2009",20578
"antal","total","Greve","2010",20228
"antal","total","Greve","2011",20019
"antal","total","Greve","2012",19774
"antal","total","Greve","2013",19646
"antal","total","Greve","2014",19530
"antal","total","Greve","2015",19808
"antal","total","Greve","2016",19910
"antal","total","Greve","2017",20122
"antal","total","Gribskov","2008",17259
"antal","total","Gribskov","2009",17027
"antal","total","Gribskov","2010",16820
"antal","total","Gribskov","2011",16632
"antal","total","Gribskov","2012",16484
"antal","total","Gribskov","2013",16271
"antal","total","Gribskov","2014",16146
"antal","total","Gribskov","2015",15950
"antal","total","Gribskov","2016",16000
"antal","total","Gribskov","2017",15886
"antal","total","Guldborgsund","2008",25912
"antal","total","Guldborgsund","2009",25557
"antal","total","Guldborgsund","2010",25305
"antal","total","Guldborgsund","2011",24931
"antal","total","Guldborgsund","2012",24350
"antal","total","Guldborgsund","2013",23879
"antal","total","Guldborgsund","2014",23469
"antal","total","Guldborgsund","2015",23165
"antal","total","Guldborgsund","2016",22927
"antal","total","Guldborgsund","2017",22792
"antal","total","Haderslev","2008",23163
"antal","total","Haderslev","2009",22954
"antal","total","Haderslev","2010",22836
"antal","total","Haderslev","2011",22611
"antal","total","Haderslev","2012",22391
"antal","total","Haderslev","2013",22269
"antal","total","Haderslev","2014",21961
"antal","total","Haderslev","2015",21692
"antal","total","Haderslev","2016",21672
"antal","total","Haderslev","2017",21595
"antal","total","Halsnæs","2008",13165
"antal","total","Halsnæs","2009",13047
"antal","total","Halsnæs","2010",12911
"antal","total","Halsnæs","2011",12758
"antal","total","Halsnæs","2012",12621
"antal","total","Halsnæs","2013",12416
"antal","total","Halsnæs","2014",12196
"antal","total","Halsnæs","2015",12124
"antal","total","Halsnæs","2016",12086
"antal","total","Halsnæs","2017",12051
"antal","total","Hedensted","2008",19424
"antal","total","Hedensted","2009",19468
"antal","total","Hedensted","2010",19419
"antal","total","Hedensted","2011",19316
"antal","total","Hedensted","2012",19298
"antal","total","Hedensted","2013",19125
"antal","total","Hedensted","2014",19083
"antal","total","Hedensted","2015",19089
"antal","total","Hedensted","2016",18998
"antal","total","Hedensted","2017",18927
"antal","total","Helsingør","2008",25540
"antal","total","Helsingør","2009",25347
"antal","total","Helsingør","2010",25167
"antal","total","Helsingør","2011",25000
"antal","total","Helsingør","2012",24772
"antal","total","Helsingør","2013",24595
"antal","total","Helsingør","2014",24430
"antal","total","Helsingør","2015",24275
"antal","total","Helsingør","2016",24124
"antal","total","Helsingør","2017",24067
"antal","total","Herlev","2008",10973
"antal","total","Herlev","2009",10958
"antal","total","Herlev","2010",10952
"antal","total","Herlev","2011",10941
"antal","total","Herlev","2012",10878
"antal","total","Herlev","2013",10925
"antal","total","Herlev","2014",11125
"antal","total","Herlev","2015",11183
"antal","total","Herlev","2016",11253
"antal","total","Herlev","2017",11214
"antal","total","Herning","2008",34893
"antal","total","Herning","2009",35046
"antal","total","Herning","2010",34821
"antal","total","Herning","2011",34655
"antal","total","Herning","2012",34516
"antal","total","Herning","2013",34342
"antal","total","Herning","2014",34147
"antal","total","Herning","2015",34091
"antal","total","Herning","2016",34133
"antal","total","Herning","2017",34179
"antal","total","Hillerød","2008",19772
"antal","total","Hillerød","2009",19762
"antal","total","Hillerød","2010",19812
"antal","total","Hillerød","2011",19911
"antal","total","Hillerød","2012",19867
"antal","total","Hillerød","2013",19821
"antal","total","Hillerød","2014",19810
"antal","total","Hillerød","2015",19985
"antal","total","Hillerød","2016",20144
"antal","total","Hillerød","2017",20252
"antal","total","Hjørring","2008",27561
"antal","total","Hjørring","2009",27281
"antal","total","Hjørring","2010",26924
"antal","total","Hjørring","2011",26642
"antal","total","Hjørring","2012",26336
"antal","total","Hjørring","2013",25996
"antal","total","Hjørring","2014",25623
"antal","total","Hjørring","2015",25399
"antal","total","Hjørring","2016",25182
"antal","total","Hjørring","2017",24878
"antal","total","Holbæk","2008",29612
"antal","total","Holbæk","2009",29600
"antal","total","Holbæk","2010",29418
"antal","total","Holbæk","2011",29019
"antal","total","Holbæk","2012",28688
"antal","total","Holbæk","2013",28398
"antal","total","Holbæk","2014",28024
"antal","total","Holbæk","2015",27824
"antal","total","Holbæk","2016",27971
"antal","total","Holbæk","2017",28156
"antal","total","Holstebro","2008",23168
"antal","total","Holstebro","2009",23089
"antal","total","Holstebro","2010",22919
"antal","total","Holstebro","2011",22769
"antal","total","Holstebro","2012",22613
"antal","total","Holstebro","2013",22446
"antal","total","Holstebro","2014",22206
"antal","total","Holstebro","2015",22019
"antal","total","Holstebro","2016",21945
"antal","total","Holstebro","2017",21812
"antal","total","Horsens","2008",33525
"antal","total","Horsens","2009",33854
"antal","total","Horsens","2010",33784
"antal","total","Horsens","2011",34019
"antal","total","Horsens","2012",33966
"antal","total","Horsens","2013",34168
"antal","total","Horsens","2014",34212
"antal","total","Horsens","2015",34237
"antal","total","Horsens","2016",34650
"antal","total","Horsens","2017",34896
"antal","total","Hvidovre","2008",20557
"antal","total","Hvidovre","2009",20506
"antal","total","Hvidovre","2010",20529
"antal","total","Hvidovre","2011",20549
"antal","total","Hvidovre","2012",20708
"antal","total","Hvidovre","2013",20951
"antal","total","Hvidovre","2014",21062
"antal","total","Hvidovre","2015",21189
"antal","total","Hvidovre","2016",21267
"antal","total","Hvidovre","2017",21197
"antal","total","Høje-Taastrup","2008",20060
"antal","total","Høje-Taastrup","2009",20013
"antal","total","Høje-Taastrup","2010",19990
"antal","total","Høje-Taastrup","2011",19908
"antal","total","Høje-Taastrup","2012",19959
"antal","total","Høje-Taastrup","2013",20024
"antal","total","Høje-Taastrup","2014",20058
"antal","total","Høje-Taastrup","2015",20161
"antal","total","Høje-Taastrup","2016",20351
"antal","total","Høje-Taastrup","2017",20457
"antal","total","Hørsholm","2008",9609
"antal","total","Hørsholm","2009",9538
"antal","total","Hørsholm","2010",9468
"antal","total","Hørsholm","2011",9302
"antal","total","Hørsholm","2012",9176
"antal","total","Hørsholm","2013",9155
"antal","total","Hørsholm","2014",9187
"antal","total","Hørsholm","2015",9184
"antal","total","Hørsholm","2016",9155
"antal","total","Hørsholm","2017",9131
"antal","total","Ikast-Brande","2008",16644
"antal","total","Ikast-Brande","2009",16662
"antal","total","Ikast-Brande","2010",16680
"antal","total","Ikast-Brande","2011",16589
"antal","total","Ikast-Brande","2012",16503
"antal","total","Ikast-Brande","2013",16395
"antal","total","Ikast-Brande","2014",16344
"antal","total","Ikast-Brande","2015",16315
"antal","total","Ikast-Brande","2016",16327
"antal","total","Ikast-Brande","2017",16300
"antal","total","Ishøj","2008",8629
"antal","total","Ishøj","2009",8599
"antal","total","Ishøj","2010",8449
"antal","total","Ishøj","2011",8490
"antal","total","Ishøj","2012",8603
"antal","total","Ishøj","2013",8633
"antal","total","Ishøj","2014",8727
"antal","total","Ishøj","2015",8886
"antal","total","Ishøj","2016",9029
"antal","total","Ishøj","2017",9127
"antal","total","Jammerbugt","2008",16306
"antal","total","Jammerbugt","2009",16154
"antal","total","Jammerbugt","2010",15973
"antal","total","Jammerbugt","2011",15733
"antal","total","Jammerbugt","2012",15532
"antal","total","Jammerbugt","2013",15339
"antal","total","Jammerbugt","2014",15085
"antal","total","Jammerbugt","2015",14938
"antal","total","Jammerbugt","2016",14906
"antal","total","Jammerbugt","2017",14797
"antal","total","Kalundborg","2008",20978
"antal","total","Kalundborg","2009",20818
"antal","total","Kalundborg","2010",20448
"antal","total","Kalundborg","2011",20207
"antal","total","Kalundborg","2012",19809
"antal","total","Kalundborg","2013",19432
"antal","total","Kalundborg","2014",19292
"antal","total","Kalundborg","2015",19111
"antal","total","Kalundborg","2016",18989
"antal","total","Kalundborg","2017",18826
"antal","total","Kerteminde","2008",9855
"antal","total","Kerteminde","2009",9832
"antal","total","Kerteminde","2010",9775
"antal","total","Kerteminde","2011",9639
"antal","total","Kerteminde","2012",9579
"antal","total","Kerteminde","2013",9493
"antal","total","Kerteminde","2014",9329
"antal","total","Kerteminde","2015",9320
"antal","total","Kerteminde","2016",9348
"antal","total","Kerteminde","2017",9207
"antal","total","Kolding","2008",36725
"antal","total","Kolding","2009",36708
"antal","total","Kolding","2010",36677
"antal","total","Kolding","2011",36448
"antal","total","Kolding","2012",36365
"antal","total","Kolding","2013",36163
"antal","total","Kolding","2014",36048
"antal","total","Kolding","2015",36124
"antal","total","Kolding","2016",36091
"antal","total","Kolding","2017",36169
"antal","total","København","2008",219706
"antal","total","København","2009",223193
"antal","total","København","2010",226857
"antal","total","København","2011",230784
"antal","total","København","2012",233430
"antal","total","København","2013",236541
"antal","total","København","2014",239559
"antal","total","København","2015",243877
"antal","total","København","2016",247904
"antal","total","København","2017",252124
"antal","total","Køge","2008",24195
"antal","total","Køge","2009",24032
"antal","total","Køge","2010",23985
"antal","total","Køge","2011",23850
"antal","total","Køge","2012",23664
"antal","total","Køge","2013",23823
"antal","total","Køge","2014",23863
"antal","total","Køge","2015",24093
"antal","total","Køge","2016",24162
"antal","total","Køge","2017",24142
"antal","total","Langeland","2008",5498
"antal","total","Langeland","2009",5350
"antal","total","Langeland","2010",5240
"antal","total","Langeland","2011",5171
"antal","total","Langeland","2012",4990
"antal","total","Langeland","2013",4846
"antal","total","Langeland","2014",4671
"antal","total","Langeland","2015",4591
"antal","total","Langeland","2016",4460
"antal","total","Langeland","2017",4414
"antal","total","Lejre","2008",11773
"antal","total","Lejre","2009",11659
"antal","total","Lejre","2010",11546
"antal","total","Lejre","2011",11400
"antal","total","Lejre","2012",11316
"antal","total","Lejre","2013",11252
"antal","total","Lejre","2014",11172
"antal","total","Lejre","2015",11097
"antal","total","Lejre","2016",11066
"antal","total","Lejre","2017",11010
"antal","total","Lemvig","2008",8942
"antal","total","Lemvig","2009",8807
"antal","total","Lemvig","2010",8651
"antal","total","Lemvig","2011",8523
"antal","total","Lemvig","2012",8373
"antal","total","Lemvig","2013",8221
"antal","total","Lemvig","2014",8047
"antal","total","Lemvig","2015",7862
"antal","total","Lemvig","2016",7648
"antal","total","Lemvig","2017",7517
"antal","total","Lolland","2008",19689
"antal","total","Lolland","2009",19205
"antal","total","Lolland","2010",18648
"antal","total","Lolland","2011",18124
"antal","total","Lolland","2012",17567
"antal","total","Lolland","2013",17083
"antal","total","Lolland","2014",16612
"antal","total","Lolland","2015",16301
"antal","total","Lolland","2016",15951
"antal","total","Lolland","2017",15611
"antal","total","Lyngby-Taarbæk","2008",20388
"antal","total","Lyngby-Taarbæk","2009",20342
"antal","total","Lyngby-Taarbæk","2010",20489
"antal","total","Lyngby-Taarbæk","2011",20650
"antal","total","Lyngby-Taarbæk","2012",20829
"antal","total","Lyngby-Taarbæk","2013",21020
"antal","total","Lyngby-Taarbæk","2014",21103
"antal","total","Lyngby-Taarbæk","2015",21188
"antal","total","Lyngby-Taarbæk","2016",21227
"antal","total","Lyngby-Taarbæk","2017",21139
"antal","total","Læsø","2008",828
"antal","total","Læsø","2009",804
"antal","total","Læsø","2010",773
"antal","total","Læsø","2011",749
"antal","total","Læsø","2012",708
"antal","total","Læsø","2013",667
"antal","total","Læsø","2014",643
"antal","total","Læsø","2015",625
"antal","total","Læsø","2016",627
"antal","total","Læsø","2017",601
"antal","total","Mariagerfjord","2008",17722
"antal","total","Mariagerfjord","2009",17729
"antal","total","Mariagerfjord","2010",17644
"antal","total","Mariagerfjord","2011",17488
"antal","total","Mariagerfjord","2012",17269
"antal","total","Mariagerfjord","2013",17033
"antal","total","Mariagerfjord","2014",16902
"antal","total","Mariagerfjord","2015",16735
"antal","total","Mariagerfjord","2016",16655
"antal","total","Mariagerfjord","2017",16440
"antal","total","Middelfart","2008",15857
"antal","total","Middelfart","2009",15873
"antal","total","Middelfart","2010",15762
"antal","total","Middelfart","2011",15673
"antal","total","Middelfart","2012",15537
"antal","total","Middelfart","2013",15389
"antal","total","Middelfart","2014",15269
"antal","total","Middelfart","2015",15237
"antal","total","Middelfart","2016",15098
"antal","total","Middelfart","2017",15042
"antal","total","Morsø","2008",8926
"antal","total","Morsø","2009",8782
"antal","total","Morsø","2010",8604
"antal","total","Morsø","2011",8458
"antal","total","Morsø","2012",8270
"antal","total","Morsø","2013",8142
"antal","total","Morsø","2014",7974
"antal","total","Morsø","2015",7816
"antal","total","Morsø","2016",7652
"antal","total","Morsø","2017",7575
"antal","total","Norddjurs","2008",16084
"antal","total","Norddjurs","2009",15817
"antal","total","Norddjurs","2010",15568
"antal","total","Norddjurs","2011",15331
"antal","total","Norddjurs","2012",15054
"antal","total","Norddjurs","2013",14912
"antal","total","Norddjurs","2014",14736
"antal","total","Norddjurs","2015",14424
"antal","total","Norddjurs","2016",14251
"antal","total","Norddjurs","2017",14212
"antal","total","Nordfyns","2008",12712
"antal","total","Nordfyns","2009",12658
"antal","total","Nordfyns","2010",12587
"antal","total","Nordfyns","2011",12480
"antal","total","Nordfyns","2012",12339
"antal","total","Nordfyns","2013",12205
"antal","total","Nordfyns","2014",12045
"antal","total","Nordfyns","2015",11942
"antal","total","Nordfyns","2016",11925
"antal","total","Nordfyns","2017",11842
"antal","total","Nyborg","2008",13089
"antal","total","Nyborg","2009",13015
"antal","total","Nyborg","2010",12961
"antal","total","Nyborg","2011",12805
"antal","total","Nyborg","2012",12724
"antal","total","Nyborg","2013",12578
"antal","total","Nyborg","2014",12482
"antal","total","Nyborg","2015",12421
"antal","total","Nyborg","2016",12435
"antal","total","Nyborg","2017",12396
"antal","total","Næstved","2008",34191
"antal","total","Næstved","2009",33965
"antal","total","Næstved","2010",33633
"antal","total","Næstved","2011",33355
"antal","total","Næstved","2012",33088
"antal","total","Næstved","2013",32813
"antal","total","Næstved","2014",32602
"antal","total","Næstved","2015",32367
"antal","total","Næstved","2016",32370
"antal","total","Næstved","2017",32225
"antal","total","Odder","2008",9182
"antal","total","Odder","2009",9082
"antal","total","Odder","2010",9067
"antal","total","Odder","2011",8979
"antal","total","Odder","2012",8794
"antal","total","Odder","2013",8714
"antal","total","Odder","2014",8671
"antal","total","Odder","2015",8632
"antal","total","Odder","2016",8594
"antal","total","Odder","2017",8600
"antal","total","Odense","2008",74627
"antal","total","Odense","2009",74469
"antal","total","Odense","2010",74157
"antal","total","Odense","2011",73968
"antal","total","Odense","2012",73658
"antal","total","Odense","2013",73575
"antal","total","Odense","2014",73529
"antal","total","Odense","2015",73369
"antal","total","Odense","2016",72904
"antal","total","Odense","2017",72638
"antal","total","Odsherred","2008",13562
"antal","total","Odsherred","2009",13320
"antal","total","Odsherred","2010",13048
"antal","total","Odsherred","2011",12861
"antal","total","Odsherred","2012",12611
"antal","total","Odsherred","2013",12311
"antal","total","Odsherred","2014",12187
"antal","total","Odsherred","2015",12059
"antal","total","Odsherred","2016",11938
"antal","total","Odsherred","2017",11824
"antal","total","Randers","2008",39032
"antal","total","Randers","2009",38981
"antal","total","Randers","2010",38819
"antal","total","Randers","2011",38750
"antal","total","Randers","2012",38582
"antal","total","Randers","2013",38384
"antal","total","Randers","2014",38229
"antal","total","Randers","2015",38070
"antal","total","Randers","2016",38185
"antal","total","Randers","2017",38250
"antal","total","Rebild","2008",12362
"antal","total","Rebild","2009",12275
"antal","total","Rebild","2010",12198
"antal","total","Rebild","2011",12161
"antal","total","Rebild","2012",12134
"antal","total","Rebild","2013",12044
"antal","total","Rebild","2014",11927
"antal","total","Rebild","2015",11865
"antal","total","Rebild","2016",11851
"antal","total","Rebild","2017",11879
"antal","total","Ringkøbing-Skjern","2008",23643
"antal","total","Ringkøbing-Skjern","2009",23605
"antal","total","Ringkøbing-Skjern","2010",23322
"antal","total","Ringkøbing-Skjern","2011",23042
"antal","total","Ringkøbing-Skjern","2012",22840
"antal","total","Ringkøbing-Skjern","2013",22501
"antal","total","Ringkøbing-Skjern","2014",22136
"antal","total","Ringkøbing-Skjern","2015",22016
"antal","total","Ringkøbing-Skjern","2016",21918
"antal","total","Ringkøbing-Skjern","2017",21697
"antal","total","Ringsted","2008",13935
"antal","total","Ringsted","2009",14014
"antal","total","Ringsted","2010",14108
"antal","total","Ringsted","2011",14192
"antal","total","Ringsted","2012",14305
"antal","total","Ringsted","2013",14173
"antal","total","Ringsted","2014",14136
"antal","total","Ringsted","2015",14145
"antal","total","Ringsted","2016",14319
"antal","total","Ringsted","2017",14385
"antal","total","Roskilde","2008",34071
"antal","total","Roskilde","2009",33958
"antal","total","Roskilde","2010",33747
"antal","total","Roskilde","2011",33538
"antal","total","Roskilde","2012",33399
"antal","total","Roskilde","2013",33291
"antal","total","Roskilde","2014",33319
"antal","total","Roskilde","2015",33473
"antal","total","Roskilde","2016",33726
"antal","total","Roskilde","2017",33983
"antal","total","Rudersdal","2008",21541
"antal","total","Rudersdal","2009",21277
"antal","total","Rudersdal","2010",21320
"antal","total","Rudersdal","2011",21254
"antal","total","Rudersdal","2012",21082
"antal","total","Rudersdal","2013",21037
"antal","total","Rudersdal","2014",21018
"antal","total","Rudersdal","2015",21062
"antal","total","Rudersdal","2016",21161
"antal","total","Rudersdal","2017",21167
"antal","total","Rødovre","2008",14879
"antal","total","Rødovre","2009",14885
"antal","total","Rødovre","2010",14886
"antal","total","Rødovre","2011",14991
"antal","total","Rødovre","2012",15123
"antal","total","Rødovre","2013",15233
"antal","total","Rødovre","2014",15298
"antal","total","Rødovre","2015",15405
"antal","total","Rødovre","2016",15421
"antal","total","Rødovre","2017",15509
"antal","total","Samsø","2008",1663
"antal","total","Samsø","2009",1594
"antal","total","Samsø","2010",1586
"antal","total","Samsø","2011",1525
"antal","total","Samsø","2012",1502
"antal","total","Samsø","2013",1463
"antal","total","Samsø","2014",1406
"antal","total","Samsø","2015",1360
"antal","total","Samsø","2016",1342
"antal","total","Samsø","2017",1329
"antal","total","Silkeborg","2008",36951
"antal","total","Silkeborg","2009",36945
"antal","total","Silkeborg","2010",36808
"antal","total","Silkeborg","2011",36771
"antal","total","Silkeborg","2012",36622
"antal","total","Silkeborg","2013",36308
"antal","total","Silkeborg","2014",36173
"antal","total","Silkeborg","2015",36115
"antal","total","Silkeborg","2016",36164
"antal","total","Silkeborg","2017",36145
"antal","total","Skanderborg","2008",25236
"antal","total","Skanderborg","2009",25197
"antal","total","Skanderborg","2010",25268
"antal","total","Skanderborg","2011",25223
"antal","total","Skanderborg","2012",25060
"antal","total","Skanderborg","2013",24849
"antal","total","Skanderborg","2014",24616
"antal","total","Skanderborg","2015",24660
"antal","total","Skanderborg","2016",24847
"antal","total","Skanderborg","2017",25077
"antal","total","Skive","2008",19565
"antal","total","Skive","2009",19432
"antal","total","Skive","2010",19220
"antal","total","Skive","2011",19046
"antal","total","Skive","2012",18745
"antal","total","Skive","2013",18435
"antal","total","Skive","2014",18109
"antal","total","Skive","2015",17917
"antal","total","Skive","2016",17726
"antal","total","Skive","2017",17540
"antal","total","Slagelse","2008",31987
"antal","total","Slagelse","2009",31737
"antal","total","Slagelse","2010",31472
"antal","total","Slagelse","2011",31240
"antal","total","Slagelse","2012",30932
"antal","total","Slagelse","2013",30706
"antal","total","Slagelse","2014",30311
"antal","total","Slagelse","2015",30203
"antal","total","Slagelse","2016",30178
"antal","total","Slagelse","2017",30168
"antal","total","Solrød","2008",9287
"antal","total","Solrød","2009",9119
"antal","total","Solrød","2010",9068
"antal","total","Solrød","2011",8943
"antal","total","Solrød","2012",8919
"antal","total","Solrød","2013",8881
"antal","total","Solrød","2014",8908
"antal","total","Solrød","2015",8955
"antal","total","Solrød","2016",8988
"antal","total","Solrød","2017",9134
"antal","total","Sorø","2008",12648
"antal","total","Sorø","2009",12691
"antal","total","Sorø","2010",12662
"antal","total","Sorø","2011",12548
"antal","total","Sorø","2012",12380
"antal","total","Sorø","2013",12275
"antal","total","Sorø","2014",12192
"antal","total","Sorø","2015",12123
"antal","total","Sorø","2016",12164
"antal","total","Sorø","2017",12091
"antal","total","Stevns","2008",9360
"antal","total","Stevns","2009",9308
"antal","total","Stevns","2010",9226
"antal","total","Stevns","2011",9138
"antal","total","Stevns","2012",9020
"antal","total","Stevns","2013",8919
"antal","total","Stevns","2014",8857
"antal","total","Stevns","2015",8849
"antal","total","Stevns","2016",8905
"antal","total","Stevns","2017",8993
"antal","total","Struer","2008",9372
"antal","total","Struer","2009",9281
"antal","total","Struer","2010",9130
"antal","total","Struer","2011",8871
"antal","total","Struer","2012",8734
"antal","total","Struer","2013",8551
"antal","total","Struer","2014",8342
"antal","total","Struer","2015",8216
"antal","total","Struer","2016",8080
"antal","total","Struer","2017",7940
"antal","total","Svendborg","2008",24392
"antal","total","Svendborg","2009",24197
"antal","total","Svendborg","2010",23919
"antal","total","Svendborg","2011",23602
"antal","total","Svendborg","2012",23344
"antal","total","Svendborg","2013",22908
"antal","total","Svendborg","2014",22496
"antal","total","Svendborg","2015",22201
"antal","total","Svendborg","2016",21996
"antal","total","Svendborg","2017",21829
"antal","total","Syddjurs","2008",17475
"antal","total","Syddjurs","2009",17295
"antal","total","Syddjurs","2010",17179
"antal","total","Syddjurs","2011",17082
"antal","total","Syddjurs","2012",16959
"antal","total","Syddjurs","2013",16854
"antal","total","Syddjurs","2014",16522
"antal","total","Syddjurs","2015",16350
"antal","total","Syddjurs","2016",16299
"antal","total","Syddjurs","2017",16137
"antal","total","Sønderborg","2008",30818
"antal","total","Sønderborg","2009",30564
"antal","total","Sønderborg","2010",30223
"antal","total","Sønderborg","2011",29840
"antal","total","Sønderborg","2012",29579
"antal","total","Sønderborg","2013",29291
"antal","total","Sønderborg","2014",28964
"antal","total","Sønderborg","2015",28669
"antal","total","Sønderborg","2016",28428
"antal","total","Sønderborg","2017",28206
"antal","total","Thisted","2008",18759
"antal","total","Thisted","2009",18631
"antal","total","Thisted","2010",18298
"antal","total","Thisted","2011",18096
"antal","total","Thisted","2012",17755
"antal","total","Thisted","2013",17416
"antal","total","Thisted","2014",17108
"antal","total","Thisted","2015",16889
"antal","total","Thisted","2016",16723
"antal","total","Thisted","2017",16485
"antal","total","Tårnby","2008",17353
"antal","total","Tårnby","2009",17285
"antal","total","Tårnby","2010",17321
"antal","total","Tårnby","2011",17427
"antal","total","Tårnby","2012",17468
"antal","total","Tårnby","2013",17595
"antal","total","Tårnby","2014",17694
"antal","total","Tårnby","2015",17845
"antal","total","Tårnby","2016",17878
"antal","total","Tårnby","2017",17730
"antal","total","Tønder","2008",16388
"antal","total","Tønder","2009",16179
"antal","total","Tønder","2010",15876
"antal","total","Tønder","2011",15689
"antal","total","Tønder","2012",15418
"antal","total","Tønder","2013",15118
"antal","total","Tønder","2014",14824
"antal","total","Tønder","2015",14515
"antal","total","Tønder","2016",14373
"antal","total","Tønder","2017",14117
"antal","total","Vallensbæk","2008",5302
"antal","total","Vallensbæk","2009",5588
"antal","total","Vallensbæk","2010",5814
"antal","total","Vallensbæk","2011",5951
"antal","total","Vallensbæk","2012",6002
"antal","total","Vallensbæk","2013",6038
"antal","total","Vallensbæk","2014",6131
"antal","total","Vallensbæk","2015",6151
"antal","total","Vallensbæk","2016",6188
"antal","total","Vallensbæk","2017",6271
"antal","total","Varde","2008",20560
"antal","total","Varde","2009",20584
"antal","total","Varde","2010",20415
"antal","total","Varde","2011",20308
"antal","total","Varde","2012",20111
"antal","total","Varde","2013",19888
"antal","total","Varde","2014",19710
"antal","total","Varde","2015",19534
"antal","total","Varde","2016",19472
"antal","total","Varde","2017",19356
"antal","total","Vejen","2008",17272
"antal","total","Vejen","2009",17379
"antal","total","Vejen","2010",17302
"antal","total","Vejen","2011",17293
"antal","total","Vejen","2012",17278
"antal","total","Vejen","2013",17188
"antal","total","Vejen","2014",17077
"antal","total","Vejen","2015",17050
"antal","total","Vejen","2016",17015
"antal","total","Vejen","2017",16894
"antal","total","Vejle","2008",44099
"antal","total","Vejle","2009",44108
